session,iso3c,Countryname,USAgree,ChinaAgree
59,IRN,Iran,0.07142857,0.9428571
60,IRN,Iran,0.07042254,0.915493
61,IRN,Iran,0.08045977,0.9651163
62,IRN,Iran,0.05479452,0.9305556
63,IRN,Iran,0.06578947,0.9189189
64,IRN,Iran,0.04761905,0.9365079
65,IRN,Iran,0.0952381,0.9365079
66,IRN,Iran,0.125,0.84375
67,IRN,Iran,0.1176471,0.8484848
68,IRN,Iran,0.06557377,0.852459
69,IRN,Iran,0.1052632,0.88
70,IRN,Iran,0.1449275,0.8088235
71,IRN,Iran,0.1081081,0.8082192
72,IRN,Iran,0.08333333,0.8571429
73,IRN,Iran,0.1086957,0.8333333
74,IRN,Iran,0.1034483,0.8255814
75,IRN,Iran,0.1,0.8426966
76,IRN,Iran,0.06944444,0.7671233
77,IRN,Iran,0.1547619,0.8192771
78,IRN,Iran,0.1219512,0.8024691
1,TUR,Turkey,0.6904762,
2,TUR,Turkey,0.5,
3,TUR,Turkey,0.7326733,
4,TUR,Turkey,0.7704918,
5,TUR,Turkey,0.7924528,
6,TUR,Turkey,0.72,
7,TUR,Turkey,0.6428571,
8,TUR,Turkey,0.7368421,
9,TUR,Turkey,0.5909091,
10,TUR,Turkey,0.5925926,
11,TUR,Turkey,0.85,
12,TUR,Turkey,0.8529412,
13,TUR,Turkey,0.9375,
14,TUR,Turkey,0.6415094,
15,TUR,Turkey,0.8252427,
16,TUR,Turkey,0.8219178,
17,TUR,Turkey,0.9347826,
18,TUR,Turkey,0.7419355,
20,TUR,Turkey,0.5,
21,TUR,Turkey,0.56,
22,TUR,Turkey,0.3508772,
23,TUR,Turkey,0.4117647,
24,TUR,Turkey,0.4186047,
25,TUR,Turkey,0.4776119,
26,TUR,Turkey,0.4913793,0.7446809
27,TUR,Turkey,0.5050505,0.6447368
28,TUR,Turkey,0.3846154,0.7183099
29,TUR,Turkey,0.3714286,0.6792453
30,TUR,Turkey,0.3235294,0.7446809
31,TUR,Turkey,0.2941176,0.7536232
32,TUR,Turkey,0.3820225,0.8225806
33,TUR,Turkey,0.4333333,0.8809524
34,TUR,Turkey,0.3220339,0.8659794
35,TUR,Turkey,0.3627451,0.8823529
36,TUR,Turkey,0.3282443,0.8521739
37,TUR,Turkey,0.2802548,0.8428571
38,TUR,Turkey,0.3040541,0.7777778
39,TUR,Turkey,0.2866667,0.7465753
40,TUR,Turkey,0.3178808,0.7516779
41,TUR,Turkey,0.2550336,0.738255
42,TUR,Turkey,0.2517986,0.7279412
43,TUR,Turkey,0.2121212,0.7142857
44,TUR,Turkey,0.2105263,0.7117117
45,TUR,Turkey,0.2380952,0.6785714
46,TUR,Turkey,0.25,0.6811594
47,TUR,Turkey,0.2739726,0.5714286
48,TUR,Turkey,0.2741935,0.5666667
49,TUR,Turkey,0.3880597,0.6
50,TUR,Turkey,0.375,0.6103896
51,TUR,Turkey,0.4246575,0.6164384
52,TUR,Turkey,0.3478261,0.6470588
53,TUR,Turkey,0.3709677,0.6166667
54,TUR,Turkey,0.4,0.6153846
55,TUR,Turkey,0.359375,0.640625
56,TUR,Turkey,0.3333333,0.6290323
57,TUR,Turkey,0.3108108,0.6197183
58,TUR,Turkey,0.2702703,0.6438356
59,TUR,Turkey,0.2898551,0.6470588
60,TUR,Turkey,0.2816901,0.6478873
61,TUR,Turkey,0.2386364,0.6321839
62,TUR,Turkey,0.2533333,0.6756757
63,TUR,Turkey,0.2571429,0.6764706
64,TUR,Turkey,0.3538462,0.6153846
65,TUR,Turkey,0.3076923,0.6769231
66,TUR,Turkey,0.453125,0.609375
67,TUR,Turkey,0.3235294,0.6515152
68,TUR,Turkey,0.3387097,0.6451613
69,TUR,Turkey,0.3376623,0.6184211
70,TUR,Turkey,0.4166667,0.5774648
71,TUR,Turkey,0.4675325,0.5394737
72,TUR,Turkey,0.3483146,0.6067416
73,TUR,Turkey,0.3191489,0.6413043
74,TUR,Turkey,0.3555556,0.625
75,TUR,Turkey,0.3578947,0.6451613
76,TUR,Turkey,0.44,0.5921053
77,TUR,Turkey,0.5411765,0.547619
78,TUR,Turkey,0.0,1.0
1,IRQ,Iraq,0.4634146,
2,IRQ,Iraq,0.3684211,
3,IRQ,Iraq,0.3655914,
4,IRQ,Iraq,0.3888889,
5,IRQ,Iraq,0.7058824,
6,IRQ,Iraq,0.3913043,
7,IRQ,Iraq,0.4693878,
8,IRQ,Iraq,0.32,
9,IRQ,Iraq,0.5666667,
10,IRQ,Iraq,0.5185185,
11,IRQ,Iraq,0.75,
12,IRQ,Iraq,0.5,
13,IRQ,Iraq,0.3636364,
14,IRQ,Iraq,0.1666667,
15,IRQ,Iraq,0.2330097,
16,IRQ,Iraq,0.1780822,
17,IRQ,Iraq,0.173913,
18,IRQ,Iraq,0.1333333,
20,IRQ,Iraq,0.3,
21,IRQ,Iraq,0.1777778,
22,IRQ,Iraq,0.1403509,
23,IRQ,Iraq,0.1836735,
24,IRQ,Iraq,0.2790698,
25,IRQ,Iraq,0.1904762,
26,IRQ,Iraq,0.2531646,1.0
27,IRQ,Iraq,0.34375,0.8243243
28,IRQ,Iraq,0.2771084,0.8676471
29,IRQ,Iraq,0.1449275,0.8301887
30,IRQ,Iraq,0.2769231,0.8297872
31,IRQ,Iraq,0.1898734,0.8235294
32,IRQ,Iraq,0.3604651,0.8548387
33,IRQ,Iraq,0.2685185,0.9230769
34,IRQ,Iraq,0.1982759,0.9166667
35,IRQ,Iraq,0.1333333,0.92
36,IRQ,Iraq,0.125,0.9115044
37,IRQ,Iraq,0.09677419,0.8489209
38,IRQ,Iraq,0.1020408,0.8283582
39,IRQ,Iraq,0.06802721,0.8333333
40,IRQ,Iraq,0.08219178,0.8125
41,IRQ,Iraq,0.08108108,0.8095238
42,IRQ,Iraq,0.07913669,0.8394161
43,IRQ,Iraq,0.08333333,0.8984375
44,IRQ,Iraq,0.06140351,0.9107143
45,IRQ,Iraq,0.1190476,0.9047619
46,IRQ,Iraq,0.06944444,0.8857143
47,IRQ,Iraq,0.05263158,0.8888889
48,IRQ,Iraq,0.122807,0.9454545
49,IRQ,Iraq,0.2,0.9137931
59,IRQ,Iraq,0.05769231,0.9038462
60,IRQ,Iraq,0.07142857,0.8714286
61,IRQ,Iraq,0.08536585,0.9375
62,IRQ,Iraq,0.06849315,0.8888889
63,IRQ,Iraq,0.1014493,0.8955224
64,IRQ,Iraq,0.09230769,0.8769231
65,IRQ,Iraq,0.171875,0.9365079
66,IRQ,Iraq,0.2,0.8307692
67,IRQ,Iraq,0.1764706,0.8484848
68,IRQ,Iraq,0.125,0.859375
69,IRQ,Iraq,0.1666667,0.8961039
70,IRQ,Iraq,0.1643836,0.7638889
71,IRQ,Iraq,0.1818182,0.7894737
72,IRQ,Iraq,0.1573034,0.8426966
73,IRQ,Iraq,0.1382979,0.8369565
74,IRQ,Iraq,0.1318681,0.8089888
75,IRQ,Iraq,0.1684211,0.7956989
76,IRQ,Iraq,0.1643836,0.8108108
77,IRQ,Iraq,0.2117647,0.7738095
78,IRQ,Iraq,0.1976744,0.7411765
1,EGY,Egypt,0.4102564,
2,EGY,Egypt,0.4210526,
3,EGY,Egypt,0.4950495,
4,EGY,Egypt,0.4285714,
5,EGY,Egypt,0.5,
6,EGY,Egypt,0.28,
7,EGY,Egypt,0.3265306,
8,EGY,Egypt,0.32,
9,EGY,Egypt,0.4482759,
10,EGY,Egypt,0.1851852,
11,EGY,Egypt,0.25,
12,EGY,Egypt,0.2941176,
13,EGY,Egypt,0.3333333,
14,EGY,Egypt,0.2962963,
15,EGY,Egypt,0.2135922,
16,EGY,Egypt,0.1643836,
17,EGY,Egypt,0.1777778,
18,EGY,Egypt,0.1612903,
20,EGY,Egypt,0.25,
21,EGY,Egypt,0.1836735,
22,EGY,Egypt,0.1578947,
23,EGY,Egypt,0.2745098,
24,EGY,Egypt,0.2682927,
25,EGY,Egypt,0.2258065,
26,EGY,Egypt,0.3783784,0.8666667
27,EGY,Egypt,0.3368421,0.8055556
28,EGY,Egypt,0.25,0.8695652
29,EGY,Egypt,0.3692308,0.7446809
30,EGY,Egypt,0.2753623,0.7916667
31,EGY,Egypt,0.2117647,0.8405797
32,EGY,Egypt,0.3333333,0.8730159
33,EGY,Egypt,0.3688525,0.9411765
34,EGY,Egypt,0.2975207,0.9292929
35,EGY,Egypt,0.2427184,0.9186047
36,EGY,Egypt,0.1804511,0.9316239
37,EGY,Egypt,0.1464968,0.9071429
38,EGY,Egypt,0.1543624,0.8970588
39,EGY,Egypt,0.09271523,0.8707483
40,EGY,Egypt,0.14,0.8513514
41,EGY,Egypt,0.1456954,0.82
42,EGY,Egypt,0.1094891,0.8740741
43,EGY,Egypt,0.09090909,0.9055118
44,EGY,Egypt,0.07894737,0.8928571
45,EGY,Egypt,0.1428571,0.9166667
46,EGY,Egypt,0.1408451,0.9285714
47,EGY,Egypt,0.1714286,0.8656716
48,EGY,Egypt,0.2,0.8793103
49,EGY,Egypt,0.2615385,0.8412698
50,EGY,Egypt,0.2051282,0.8533333
51,EGY,Egypt,0.2361111,0.8194444
52,EGY,Egypt,0.2142857,0.8405797
53,EGY,Egypt,0.203125,0.8387097
54,EGY,Egypt,0.1911765,0.8382353
55,EGY,Egypt,0.1666667,0.9545455
56,EGY,Egypt,0.1176471,0.9411765
57,EGY,Egypt,0.1081081,0.9583333
58,EGY,Egypt,0.1315789,0.96
59,EGY,Egypt,0.05714286,0.942029
60,EGY,Egypt,0.06756757,0.9189189
61,EGY,Egypt,0.08695652,0.9555556
62,EGY,Egypt,0.06329114,0.9358974
63,EGY,Egypt,0.06578947,0.8918919
64,EGY,Egypt,0.07462687,0.9104478
65,EGY,Egypt,0.1641791,0.9552239
66,EGY,Egypt,0.1764706,0.7941176
67,EGY,Egypt,0.173913,0.8358209
68,EGY,Egypt,0.109375,0.859375
69,EGY,Egypt,0.1265823,0.8974359
70,EGY,Egypt,0.1666667,0.75
71,EGY,Egypt,0.1794872,0.7662338
72,EGY,Egypt,0.1477273,0.7954545
73,EGY,Egypt,0.1276596,0.8043478
74,EGY,Egypt,0.1428571,0.7977528
75,EGY,Egypt,0.1354167,0.7765957
76,EGY,Egypt,0.1315789,0.7402597
77,EGY,Egypt,0.2272727,0.7701149
78,EGY,Egypt,0.1744186,0.7294118
1,SYR,Syria,0.5,
2,SYR,Syria,0.2758621,
3,SYR,Syria,0.3870968,
4,SYR,Syria,0.4193548,
5,SYR,Syria,0.490566,
6,SYR,Syria,0.28,
7,SYR,Syria,0.3061224,
8,SYR,Syria,0.32,
9,SYR,Syria,0.3666667,
10,SYR,Syria,0.1481481,
11,SYR,Syria,0.3,
12,SYR,Syria,0.2647059,
16,SYR,Syria,0.2058824,
17,SYR,Syria,0.1818182,
18,SYR,Syria,0.1785714,
20,SYR,Syria,0.275,
21,SYR,Syria,0.125,
22,SYR,Syria,0.1052632,
23,SYR,Syria,0.1960784,
24,SYR,Syria,0.255814,
25,SYR,Syria,0.1875,
26,SYR,Syria,0.3195876,0.9761905
27,SYR,Syria,0.3061224,0.8533333
28,SYR,Syria,0.2650602,0.8358209
29,SYR,Syria,0.2394366,0.7962963
30,SYR,Syria,0.2575758,0.8333333
31,SYR,Syria,0.1764706,0.8405797
32,SYR,Syria,0.3370787,0.8571429
33,SYR,Syria,0.2820513,0.9294118
34,SYR,Syria,0.1610169,0.8854167
35,SYR,Syria,0.13,0.8928571
36,SYR,Syria,0.1171875,0.9026549
37,SYR,Syria,0.07894737,0.8248175
38,SYR,Syria,0.08108108,0.8296296
39,SYR,Syria,0.04195804,0.8201439
40,SYR,Syria,0.07638889,0.8071429
41,SYR,Syria,0.06944444,0.8380282
42,SYR,Syria,0.0530303,0.8396947
43,SYR,Syria,0.0703125,0.8870968
44,SYR,Syria,0.05454545,0.9174312
45,SYR,Syria,0.1219512,0.9268293
46,SYR,Syria,0.1044776,0.9393939
47,SYR,Syria,0.1,0.9402985
48,SYR,Syria,0.09836066,0.9322034
49,SYR,Syria,0.2063492,0.8852459
50,SYR,Syria,0.1298701,0.88
51,SYR,Syria,0.1285714,0.8857143
52,SYR,Syria,0.09677419,0.9193548
53,SYR,Syria,0.08928571,0.8727273
54,SYR,Syria,0.1129032,0.8387097
55,SYR,Syria,0.1147541,0.9180328
56,SYR,Syria,0.1029412,0.9253731
57,SYR,Syria,0.08333333,0.9275362
58,SYR,Syria,0.09333333,0.9459459
59,SYR,Syria,0.04285714,0.9142857
60,SYR,Syria,0.05555556,0.9027778
61,SYR,Syria,0.06896552,0.9418605
62,SYR,Syria,0.03947368,0.9066667
63,SYR,Syria,0.05405405,0.8888889
64,SYR,Syria,0.04477612,0.880597
65,SYR,Syria,0.09090909,0.9090909
66,SYR,Syria,0.0625,0.828125
67,SYR,Syria,0.07352941,0.8939394
68,SYR,Syria,0.03174603,0.7936508
69,SYR,Syria,0.08974359,0.8701299
70,SYR,Syria,0.109589,0.75
71,SYR,Syria,0.1038961,0.8026316
72,SYR,Syria,0.1011236,0.8426966
73,SYR,Syria,0.07692308,0.8539326
74,SYR,Syria,0.08139535,0.8452381
75,SYR,Syria,0.08695652,0.8681319
76,SYR,Syria,0.05405405,0.76
77,SYR,Syria,0.09302326,0.7764706
78,SYR,Syria,0.05882353,0.7142857
1,LBN,Lebanon,0.5263158,
2,LBN,Lebanon,0.3421053,
3,LBN,Lebanon,0.4895833,
4,LBN,Lebanon,0.4193548,
5,LBN,Lebanon,0.5531915,
6,LBN,Lebanon,0.4347826,
7,LBN,Lebanon,0.5142857,
8,LBN,Lebanon,0.3478261,
9,LBN,Lebanon,0.5172414,
10,LBN,Lebanon,0.2592593,
11,LBN,Lebanon,0.4821429,
12,LBN,Lebanon,0.56,
13,LBN,Lebanon,0.5757576,
14,LBN,Lebanon,0.3076923,
15,LBN,Lebanon,0.3541667,
16,LBN,Lebanon,0.2638889,
17,LBN,Lebanon,0.25,
18,LBN,Lebanon,0.4516129,
20,LBN,Lebanon,0.3589744,
21,LBN,Lebanon,0.255814,
22,LBN,Lebanon,0.16,
23,LBN,Lebanon,0.3555556,
24,LBN,Lebanon,0.3095238,
25,LBN,Lebanon,0.3103448,
26,LBN,Lebanon,0.4141414,0.8157895
27,LBN,Lebanon,0.3402062,0.8133333
28,LBN,Lebanon,0.2948718,0.84375
29,LBN,Lebanon,0.2676056,0.7222222
30,LBN,Lebanon,0.2807018,0.7567568
31,LBN,Lebanon,0.2615385,0.7924528
32,LBN,Lebanon,0.3670886,0.8301887
33,LBN,Lebanon,0.4047619,0.8888889
34,LBN,Lebanon,0.2978723,0.8947368
35,LBN,Lebanon,0.2173913,0.9090909
36,LBN,Lebanon,0.1192661,0.9361702
37,LBN,Lebanon,0.1785714,0.8455285
38,LBN,Lebanon,0.1586207,0.8939394
39,LBN,Lebanon,0.09219858,0.8759124
40,LBN,Lebanon,0.130137,0.8482759
41,LBN,Lebanon,0.1418919,0.8378378
42,LBN,Lebanon,0.09489051,0.875
43,LBN,Lebanon,0.0859375,0.912
44,LBN,Lebanon,0.0754717,0.9150943
45,LBN,Lebanon,0.1463415,0.9390244
46,LBN,Lebanon,0.1304348,0.9104478
47,LBN,Lebanon,0.1343284,0.921875
48,LBN,Lebanon,0.122449,0.9361702
49,LBN,Lebanon,0.2419355,0.8
50,LBN,Lebanon,0.164557,0.8157895
51,LBN,Lebanon,0.1571429,0.8
52,LBN,Lebanon,0.1290323,0.8064516
53,LBN,Lebanon,0.1186441,0.8275862
54,LBN,Lebanon,0.1384615,0.7538462
55,LBN,Lebanon,0.1612903,0.8870968
56,LBN,Lebanon,0.1176471,0.9264706
57,LBN,Lebanon,0.09459459,0.9305556
58,LBN,Lebanon,0.12,0.9594595
59,LBN,Lebanon,0.05970149,0.9402985
60,LBN,Lebanon,0.1076923,0.8923077
61,LBN,Lebanon,0.1309524,0.8915663
62,LBN,Lebanon,0.07894737,0.8933333
63,LBN,Lebanon,0.09333333,0.8219178
64,LBN,Lebanon,0.1044776,0.8507463
65,LBN,Lebanon,0.1212121,0.9393939
66,LBN,Lebanon,0.1641791,0.8208955
67,LBN,Lebanon,0.1323529,0.8333333
68,LBN,Lebanon,0.09836066,0.8360656
69,LBN,Lebanon,0.1538462,0.8571429
70,LBN,Lebanon,0.2054795,0.7638889
71,LBN,Lebanon,0.1710526,0.7333333
72,LBN,Lebanon,0.1176471,0.8352941
73,LBN,Lebanon,0.1333333,0.8181818
74,LBN,Lebanon,0.1136364,0.8372093
75,LBN,Lebanon,0.1276596,0.7934783
76,LBN,Lebanon,0.16,0.8026316
77,LBN,Lebanon,0.2117647,0.797619
78,LBN,Lebanon,0.1882353,0.7738095
10,JOR,Jordan,0.0,
11,JOR,Jordan,0.3392857,
12,JOR,Jordan,0.4827586,
13,JOR,Jordan,0.6363636,
14,JOR,Jordan,0.3658537,
15,JOR,Jordan,0.3684211,
16,JOR,Jordan,0.2957746,
17,JOR,Jordan,0.2888889,
18,JOR,Jordan,0.25,
20,JOR,Jordan,0.4102564,
21,JOR,Jordan,0.2553191,
22,JOR,Jordan,0.1886792,
23,JOR,Jordan,0.2653061,
24,JOR,Jordan,0.3023256,
25,JOR,Jordan,0.2727273,
26,JOR,Jordan,0.4615385,0.8723404
27,JOR,Jordan,0.4090909,0.7313433
28,JOR,Jordan,0.2875,0.8225806
29,JOR,Jordan,0.375,0.7454545
30,JOR,Jordan,0.2580645,0.7954545
31,JOR,Jordan,0.2470588,0.8115942
32,JOR,Jordan,0.3636364,0.8870968
33,JOR,Jordan,0.3675214,0.9277108
34,JOR,Jordan,0.2833333,0.8979592
35,JOR,Jordan,0.2061856,0.9135802
36,JOR,Jordan,0.1640625,0.9385965
37,JOR,Jordan,0.124183,0.9044118
38,JOR,Jordan,0.130137,0.8796992
39,JOR,Jordan,0.09333333,0.869863
40,JOR,Jordan,0.1409396,0.8707483
41,JOR,Jordan,0.1180556,0.8601399
42,JOR,Jordan,0.1240876,0.8832117
43,JOR,Jordan,0.1203008,0.875
44,JOR,Jordan,0.07894737,0.9107143
45,JOR,Jordan,0.1341463,0.9268293
46,JOR,Jordan,0.1142857,0.9264706
47,JOR,Jordan,0.1428571,0.8358209
48,JOR,Jordan,0.1525424,0.9473684
49,JOR,Jordan,0.2698413,0.8360656
50,JOR,Jordan,0.2179487,0.88
51,JOR,Jordan,0.2394366,0.8028169
52,JOR,Jordan,0.1940299,0.8208955
53,JOR,Jordan,0.1451613,0.8333333
54,JOR,Jordan,0.1774194,0.7903226
55,JOR,Jordan,0.1692308,0.9230769
56,JOR,Jordan,0.08955224,0.9104478
57,JOR,Jordan,0.08108108,0.915493
58,JOR,Jordan,0.09333333,0.9459459
59,JOR,Jordan,0.1126761,0.9
60,JOR,Jordan,0.08333333,0.9305556
61,JOR,Jordan,0.06896552,0.8705882
62,JOR,Jordan,0.06578947,0.8933333
63,JOR,Jordan,0.05333333,0.7945205
64,JOR,Jordan,0.1029412,0.8676471
65,JOR,Jordan,0.1492537,0.8939394
66,JOR,Jordan,0.1940299,0.7910448
67,JOR,Jordan,0.1764706,0.8181818
68,JOR,Jordan,0.15625,0.828125
69,JOR,Jordan,0.1772152,0.8717949
70,JOR,Jordan,0.2054795,0.7638889
71,JOR,Jordan,0.1948052,0.7368421
72,JOR,Jordan,0.1555556,0.8222222
73,JOR,Jordan,0.1413043,0.7888889
74,JOR,Jordan,0.1348315,0.8045977
75,JOR,Jordan,0.1770833,0.7659574
76,JOR,Jordan,0.1733333,0.7894737
77,JOR,Jordan,0.2758621,0.755814
78,JOR,Jordan,0.202381,0.7228916
3,ISR,Israel,0.1666667,
4,ISR,Israel,0.516129,
5,ISR,Israel,0.6041667,
6,ISR,Israel,0.6521739,
7,ISR,Israel,0.6326531,
8,ISR,Israel,0.52,
9,ISR,Israel,0.4333333,
10,ISR,Israel,0.4814815,
11,ISR,Israel,0.5833333,
12,ISR,Israel,0.6176471,
13,ISR,Israel,0.65625,
14,ISR,Israel,0.7058824,
15,ISR,Israel,0.6734694,
16,ISR,Israel,0.6164384,
17,ISR,Israel,0.5238095,
18,ISR,Israel,0.5,
20,ISR,Israel,0.5384615,
21,ISR,Israel,0.6875,
22,ISR,Israel,0.6181818,
23,ISR,Israel,0.5869565,
24,ISR,Israel,0.4418605,
25,ISR,Israel,0.5373134,
26,ISR,Israel,0.5803571,0.4222222
27,ISR,Israel,0.5252525,0.5
28,ISR,Israel,0.6623377,0.2758621
29,ISR,Israel,0.7536232,0.1372549
30,ISR,Israel,0.6825397,0.2142857
31,ISR,Israel,0.641791,0.25
32,ISR,Israel,0.6621622,0.3191489
33,ISR,Israel,0.7075472,0.4202899
34,ISR,Israel,0.6435644,0.2875
35,ISR,Israel,0.5813953,0.3142857
36,ISR,Israel,0.647619,0.2808989
37,ISR,Israel,0.5182482,0.3333333
38,ISR,Israel,0.6349206,0.2654867
39,ISR,Israel,0.64,0.2231405
40,ISR,Israel,0.5945946,0.2657343
41,ISR,Israel,0.5364238,0.3265306
42,ISR,Israel,0.5323741,0.3088235
43,ISR,Israel,0.5511811,0.2083333
44,ISR,Israel,0.5132743,0.2568807
45,ISR,Israel,0.5421687,0.2317073
46,ISR,Israel,0.6388889,0.2028986
47,ISR,Israel,0.6027397,0.1857143
48,ISR,Israel,0.6190476,0.2131148
49,ISR,Israel,0.7164179,0.2769231
50,ISR,Israel,0.825,0.1428571
51,ISR,Israel,0.75,0.2083333
52,ISR,Israel,0.7746479,0.1428571
53,ISR,Israel,0.765625,0.1290323
54,ISR,Israel,0.7272727,0.1515152
55,ISR,Israel,0.7313433,0.1641791
56,ISR,Israel,0.7794118,0.119403
57,ISR,Israel,0.7432432,0.1830986
58,ISR,Israel,0.7466667,0.1621622
59,ISR,Israel,0.7887324,0.1428571
60,ISR,Israel,0.7536232,0.1449275
61,ISR,Israel,0.7142857,0.1910112
62,ISR,Israel,0.6712329,0.1944444
63,ISR,Israel,0.7236842,0.1891892
64,ISR,Israel,0.8955224,0.1044776
65,ISR,Israel,0.8181818,0.1515152
66,ISR,Israel,0.890625,0.15625
67,ISR,Israel,0.8550725,0.1641791
68,ISR,Israel,0.9193548,0.1774194
69,ISR,Israel,0.8860759,0.1794872
70,ISR,Israel,0.8767123,0.1527778
71,ISR,Israel,0.88,0.1621622
72,ISR,Israel,0.8863636,0.1590909
73,ISR,Israel,0.8901099,0.1573034
74,ISR,Israel,0.9438202,0.1724138
75,ISR,Israel,0.8842105,0.1612903
76,ISR,Israel,0.8648649,0.1733333
77,ISR,Israel,0.8823529,0.1904762
78,ISR,Israel,0.8809524,0.2048193
1,SAU,Saudi Arabia,0.4390244,
2,SAU,Saudi Arabia,0.1875,
3,SAU,Saudi Arabia,0.3814433,
4,SAU,Saudi Arabia,0.3968254,
5,SAU,Saudi Arabia,0.509434,
6,SAU,Saudi Arabia,0.28,
7,SAU,Saudi Arabia,0.2653061,
8,SAU,Saudi Arabia,0.28,
9,SAU,Saudi Arabia,0.4137931,
10,SAU,Saudi Arabia,0.1481481,
11,SAU,Saudi Arabia,0.3103448,
12,SAU,Saudi Arabia,0.2941176,
13,SAU,Saudi Arabia,0.3636364,
14,SAU,Saudi Arabia,0.2692308,
15,SAU,Saudi Arabia,0.25,
16,SAU,Saudi Arabia,0.1639344,
17,SAU,Saudi Arabia,0.25,
18,SAU,Saudi Arabia,0.16,
20,SAU,Saudi Arabia,0.3421053,
21,SAU,Saudi Arabia,0.1956522,
22,SAU,Saudi Arabia,0.1190476,
23,SAU,Saudi Arabia,0.3333333,
24,SAU,Saudi Arabia,0.3658537,
25,SAU,Saudi Arabia,0.21875,
26,SAU,Saudi Arabia,0.3434343,0.8636364
27,SAU,Saudi Arabia,0.402439,0.796875
28,SAU,Saudi Arabia,0.2439024,0.8125
29,SAU,Saudi Arabia,0.2857143,0.744186
30,SAU,Saudi Arabia,0.3114754,0.725
31,SAU,Saudi Arabia,0.2191781,0.8225806
32,SAU,Saudi Arabia,0.2987013,0.9056604
33,SAU,Saudi Arabia,0.3529412,0.9294118
34,SAU,Saudi Arabia,0.2605042,0.8865979
35,SAU,Saudi Arabia,0.254902,0.9294118
36,SAU,Saudi Arabia,0.1640625,0.9122807
37,SAU,Saudi Arabia,0.1290323,0.9136691
38,SAU,Saudi Arabia,0.1428571,0.8880597
39,SAU,Saudi Arabia,0.09459459,0.8680556
40,SAU,Saudi Arabia,0.1275168,0.8503401
41,SAU,Saudi Arabia,0.1409396,0.8581081
42,SAU,Saudi Arabia,0.119403,0.8712121
43,SAU,Saudi Arabia,0.09022556,0.921875
44,SAU,Saudi Arabia,0.09734513,0.9369369
45,SAU,Saudi Arabia,0.1547619,0.9404762
46,SAU,Saudi Arabia,0.1267606,0.942029
47,SAU,Saudi Arabia,0.1714286,0.880597
48,SAU,Saudi Arabia,0.1967213,0.8813559
49,SAU,Saudi Arabia,0.28125,0.8387097
50,SAU,Saudi Arabia,0.2051282,0.8666667
51,SAU,Saudi Arabia,0.2535211,0.8028169
52,SAU,Saudi Arabia,0.1857143,0.8
53,SAU,Saudi Arabia,0.1967213,0.8305085
54,SAU,Saudi Arabia,0.203125,0.828125
55,SAU,Saudi Arabia,0.1639344,0.9344262
56,SAU,Saudi Arabia,0.1147541,0.9180328
57,SAU,Saudi Arabia,0.07042254,0.942029
58,SAU,Saudi Arabia,0.08333333,0.971831
59,SAU,Saudi Arabia,0.07142857,0.9565217
60,SAU,Saudi Arabia,0.09722222,0.9305556
61,SAU,Saudi Arabia,0.1098901,0.9101124
62,SAU,Saudi Arabia,0.06410256,0.8961039
63,SAU,Saudi Arabia,0.06849315,0.8732394
64,SAU,Saudi Arabia,0.08955224,0.8656716
65,SAU,Saudi Arabia,0.1230769,0.9230769
66,SAU,Saudi Arabia,0.1617647,0.7352941
67,SAU,Saudi Arabia,0.1515152,0.859375
68,SAU,Saudi Arabia,0.1587302,0.7936508
69,SAU,Saudi Arabia,0.1518987,0.8461538
70,SAU,Saudi Arabia,0.1917808,0.7361111
71,SAU,Saudi Arabia,0.2564103,0.7272727
72,SAU,Saudi Arabia,0.2134831,0.8202247
73,SAU,Saudi Arabia,0.1894737,0.8064516
74,SAU,Saudi Arabia,0.1758242,0.7640449
75,SAU,Saudi Arabia,0.1979167,0.7765957
76,SAU,Saudi Arabia,0.2105263,0.7662338
77,SAU,Saudi Arabia,0.2643678,0.755814
78,SAU,Saudi Arabia,0.1411765,0.7142857
2,YAR,Yemen Arab Republic,0.3157895,
3,YAR,Yemen Arab Republic,0.3333333,
4,YAR,Yemen Arab Republic,0.3114754,
5,YAR,Yemen Arab Republic,0.4901961,
6,YAR,Yemen Arab Republic,0.24,
7,YAR,Yemen Arab Republic,0.2790698,
8,YAR,Yemen Arab Republic,0.28,
9,YAR,Yemen Arab Republic,0.3666667,
10,YAR,Yemen Arab Republic,0.1481481,
11,YAR,Yemen Arab Republic,0.3220339,
12,YAR,Yemen Arab Republic,0.3235294,
13,YAR,Yemen Arab Republic,0.3448276,
14,YAR,Yemen Arab Republic,0.245283,
15,YAR,Yemen Arab Republic,0.1980198,
16,YAR,Yemen Arab Republic,0.1527778,
17,YAR,Yemen Arab Republic,0.2758621,
18,YAR,Yemen Arab Republic,0.1428571,
20,YAR,Yemen Arab Republic,0.1818182,
21,YAR,Yemen Arab Republic,0.1590909,
22,YAR,Yemen Arab Republic,0.08163265,
23,YAR,Yemen Arab Republic,0.2553191,
24,YAR,Yemen Arab Republic,0.275,
25,YAR,Yemen Arab Republic,0.2181818,
26,YAR,Yemen Arab Republic,0.3529412,0.8108108
27,YAR,Yemen Arab Republic,0.3255814,0.8615385
28,YAR,Yemen Arab Republic,0.2597403,0.8387097
29,YAR,Yemen Arab Republic,0.2537313,0.7959184
30,YAR,Yemen Arab Republic,0.3513514,0.875
