q1_country_satis,q2a_fav_us,q2c_fav_china,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Satisfied,Somewhat favorable,Somewhat favorable,Britain,2.645964,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,0.949072,5.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,Britain,3.564625,2.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.594167,2.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.445148,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,3.112474,5.0,3.0,3.0,
Satisfied,Don’t know,Don’t know,Britain,0.853149,2.0,,,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.073696,2.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,3.762313,5.0,2.0,2.0,
Dissatisfied,Don’t know,Somewhat favorable,Britain,0.160964,5.0,,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,3.951994,2.0,2.0,2.0,
Don’t know,Somewhat unfavorable,Don’t know,Britain,2.880666,,3.0,,
Don’t know,Don’t know,Don’t know,Britain,0.853149,,,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.617238,5.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Britain,0.467452,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Very favorable,Britain,2.928071,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,2.797896,5.0,2.0,2.0,
Satisfied,Don’t know,Very favorable,Britain,3.204551,2.0,,1.0,
Satisfied,Very favorable,Somewhat favorable,Britain,4.51,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,Britain,3.352464,5.0,2.0,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.663215,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.567952,5.0,4.0,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,2.558418,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.561902,5.0,4.0,,
Satisfied,Don’t know,Somewhat favorable,Britain,0.561902,2.0,,2.0,
Don’t know,Very unfavorable,Don’t know,Britain,0.458317,,4.0,,
Dissatisfied,Somewhat favorable,Very favorable,Britain,0.56381,5.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,2.208404,2.0,3.0,2.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,Britain,2.711125,,3.0,2.0,
Dissatisfied,Don’t know,Don’t know,Britain,1.865635,5.0,,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.565217,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,3.538855,5.0,4.0,,
Satisfied,Somewhat favorable,Don’t know,Britain,0.081079,2.0,2.0,,
Don’t know,Somewhat favorable,Somewhat favorable,Britain,3.954983,,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,3.418467,5.0,3.0,2.0,
Satisfied,Don’t know,Don’t know,Britain,0.622627,2.0,,,
Dissatisfied,Very favorable,Somewhat unfavorable,Britain,0.707487,5.0,1.0,3.0,
Satisfied,Very favorable,Very favorable,Britain,0.378428,2.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.495879,5.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.473423,2.0,2.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,3.388556,5.0,4.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,4.194862,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Don’t know,Britain,0.562528,2.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,2.804071,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Don’t know,Britain,3.395823,5.0,3.0,,
Dissatisfied,Very favorable,Very favorable,Britain,2.646129,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Britain,0.485673,5.0,1.0,2.0,
Dissatisfied,Don’t know,Don’t know,Britain,3.204551,5.0,,,
Dissatisfied,Somewhat favorable,Don’t know,Britain,3.18118,5.0,2.0,,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,0.586579,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Britain,5.17536,2.0,2.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Britain,2.529144,2.0,4.0,2.0,
Satisfied,Don’t know,Somewhat favorable,Britain,2.740312,2.0,,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,4.987581,2.0,2.0,2.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,3.522543,5.0,4.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,0.501218,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.648703,5.0,4.0,,
Satisfied,Don’t know,Don’t know,Britain,0.177154,2.0,,,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,3.359654,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Don’t know,Britain,0.606412,2.0,2.0,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.712685,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.44666,5.0,3.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Britain,3.693781,5.0,1.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.499793,5.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.091299,5.0,4.0,1.0,
Satisfied,Very unfavorable,Somewhat favorable,Britain,3.18118,2.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Very unfavorable,Britain,0.591221,5.0,2.0,4.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.448662,2.0,2.0,2.0,
Dissatisfied,Very favorable,Very favorable,Britain,0.078482,5.0,1.0,1.0,
Satisfied,Somewhat favorable,Don’t know,Britain,3.395823,2.0,2.0,,
Dissatisfied,Very favorable,Don’t know,Britain,0.673984,5.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,3.729394,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.949072,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.792814,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,0.567952,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Don’t know,Britain,0.663215,2.0,3.0,,
Dissatisfied,Don’t know,Very favorable,Britain,2.880666,5.0,,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,2.529144,5.0,2.0,2.0,
Satisfied,Don’t know,Somewhat favorable,Britain,0.63175,2.0,,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Britain,3.670153,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Very favorable,Britain,0.877517,5.0,2.0,1.0,
Satisfied,Don’t know,Don’t know,Britain,0.426093,2.0,,,
Satisfied,Somewhat unfavorable,Very favorable,Britain,2.896884,2.0,3.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,3.371058,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.731397,2.0,3.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Britain,0.187962,5.0,1.0,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.601851,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,0.600564,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,3.538855,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Don’t know,Britain,3.068743,5.0,3.0,,
Dissatisfied,Somewhat favorable,Very unfavorable,Britain,2.018848,5.0,2.0,4.0,
Satisfied,Somewhat favorable,Don’t know,Britain,0.645714,2.0,2.0,,
Don’t know,Don’t know,Very unfavorable,Britain,3.317168,,,4.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,2.831015,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.09191,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Don’t know,Britain,0.510549,5.0,3.0,,
Dissatisfied,Somewhat unfavorable,Very unfavorable,Britain,0.458317,5.0,3.0,4.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,3.026809,5.0,4.0,,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Britain,3.160084,5.0,4.0,3.0,
Satisfied,Very favorable,Very favorable,Britain,2.655112,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Don’t know,Britain,0.63641,5.0,2.0,,
Don’t know,Very favorable,Somewhat favorable,Britain,0.554854,,1.0,2.0,
Dissatisfied,Very favorable,Somewhat unfavorable,Britain,0.584595,5.0,1.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,Britain,2.567103,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,3.041892,5.0,3.0,2.0,
Dissatisfied,Don’t know,Somewhat favorable,Britain,0.431229,5.0,,2.0,
Satisfied,Somewhat favorable,Don’t know,Britain,0.548932,2.0,2.0,,
Satisfied,Somewhat unfavorable,Don’t know,Britain,0.454975,2.0,3.0,,
Dissatisfied,Somewhat unfavorable,Don’t know,Britain,2.537729,5.0,3.0,,
Dissatisfied,Very favorable,Very favorable,Britain,0.513423,5.0,1.0,1.0,
Dissatisfied,Don’t know,Don’t know,Britain,2.720328,5.0,,,
Satisfied,Very favorable,Somewhat favorable,Britain,3.352464,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,Britain,2.646129,5.0,2.0,,
Dissatisfied,Somewhat unfavorable,Refused,Britain,2.876442,5.0,3.0,,
Dissatisfied,Somewhat favorable,Don’t know,Britain,3.145982,5.0,2.0,,
Satisfied,Very unfavorable,Don’t know,Britain,2.585962,2.0,4.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,3.020093,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,Britain,0.63641,2.0,3.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.781981,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.567952,5.0,3.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,Britain,3.330151,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,0.902,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,0.485673,5.0,3.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,1.116403,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Don’t know,Britain,3.590812,5.0,3.0,,
Satisfied,Very unfavorable,Somewhat unfavorable,Britain,0.554841,2.0,4.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.445148,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,0.567952,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Britain,0.496405,5.0,3.0,1.0,
Dissatisfied,Don’t know,Somewhat unfavorable,Britain,0.571302,5.0,,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,1.116403,5.0,2.0,2.0,
Satisfied,Very favorable,Very unfavorable,Britain,2.537729,2.0,1.0,4.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,0.192245,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Don’t know,Britain,4.321256,2.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,4.306637,5.0,2.0,2.0,
Dissatisfied,Don’t know,Refused,Britain,2.804071,5.0,,,
Dissatisfied,Don’t know,Don’t know,Britain,0.513423,5.0,,,
Satisfied,Somewhat favorable,Very favorable,Britain,0.65268,2.0,2.0,1.0,
Don’t know,Somewhat favorable,Somewhat favorable,Britain,3.019708,,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,2.711125,5.0,3.0,2.0,
Satisfied,Very favorable,Somewhat favorable,Britain,0.584595,2.0,1.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,2.896884,5.0,3.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,3.009492,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Britain,3.298457,2.0,2.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Britain,3.123234,2.0,4.0,2.0,
Satisfied,Very favorable,Very favorable,Britain,3.359654,2.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,3.189123,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,2.896884,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.511531,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,0.505111,5.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,0.156985,2.0,3.0,3.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.597462,5.0,4.0,,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.502324,5.0,4.0,1.0,
Dissatisfied,Don’t know,Don’t know,Britain,0.668087,5.0,,,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,3.742054,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Don’t know,Britain,2.654946,2.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Britain,0.438055,5.0,2.0,3.0,
Dissatisfied,Very unfavorable,Very unfavorable,Britain,0.600564,5.0,4.0,4.0,
Satisfied,Very favorable,Somewhat favorable,Britain,0.601851,2.0,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.668087,2.0,3.0,2.0,
Dissatisfied,Very favorable,Don’t know,Britain,1.116403,5.0,1.0,,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.585908,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Don’t know,Britain,3.041892,5.0,2.0,,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.497562,5.0,4.0,1.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.251293,5.0,4.0,,
Dissatisfied,Don’t know,Don’t know,Britain,3.020093,5.0,,,
Don’t know,Very unfavorable,Don’t know,Britain,2.208404,,4.0,,
Dissatisfied,Somewhat unfavorable,Don’t know,Britain,3.189123,5.0,3.0,,
Satisfied,Somewhat favorable,Somewhat unfavorable,Britain,3.742054,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.93863,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.449941,2.0,3.0,2.0,
Dissatisfied,Don’t know,Don’t know,Britain,5.296026,5.0,,,
Don’t know,Don’t know,Somewhat unfavorable,Britain,0.470573,,,3.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,3.009492,2.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.660971,5.0,4.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,Britain,0.146565,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,0.453436,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Britain,3.009492,5.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Britain,3.097234,5.0,2.0,3.0,
Dissatisfied,Very favorable,Don’t know,Britain,0.145838,5.0,1.0,,
Satisfied,Very favorable,Somewhat favorable,Britain,4.379989,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,3.937303,5.0,2.0,2.0,
Dissatisfied,Don’t know,Very favorable,Britain,0.647906,5.0,,1.0,
Satisfied,Don’t know,Somewhat favorable,Britain,3.069477,2.0,,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.587911,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Britain,3.99185,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.705094,5.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.159249,5.0,3.0,2.0,
Dissatisfied,Very favorable,Don’t know,Britain,2.723986,5.0,1.0,,
Dissatisfied,Somewhat unfavorable,Refused,Britain,1.000173,5.0,3.0,,
Dissatisfied,Don’t know,Somewhat favorable,Britain,0.136404,5.0,,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,3.770887,2.0,2.0,2.0,
Don’t know,Somewhat unfavorable,Refused,Britain,0.050804,,3.0,,
Satisfied,Don’t know,Very favorable,Britain,0.081981,2.0,,1.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.096436,5.0,4.0,,
Refused,Very unfavorable,Very unfavorable,Britain,0.061152,,4.0,4.0,
Don’t know,Somewhat unfavorable,Somewhat favorable,Britain,0.066572,,3.0,2.0,
Satisfied,Very unfavorable,Very favorable,Britain,0.059325,2.0,4.0,1.0,
Satisfied,Somewhat unfavorable,Don’t know,Britain,0.062957,2.0,3.0,,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Britain,0.062498,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Very favorable,Britain,0.073516,5.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Very favorable,Britain,0.061152,2.0,3.0,1.0,
Satisfied,Very unfavorable,Somewhat favorable,Britain,0.056181,2.0,4.0,2.0,
Satisfied,Very unfavorable,Very favorable,Britain,0.066086,2.0,4.0,1.0,
Don’t know,Somewhat unfavorable,Very favorable,Britain,0.052162,,3.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.080216,5.0,4.0,1.0,
Satisfied,Don’t know,Don’t know,Britain,0.066156,2.0,,,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.066086,5.0,4.0,2.0,
Don’t know,Don’t know,Don’t know,Britain,0.062498,,,,
Don’t know,Very unfavorable,Don’t know,Britain,0.052162,,4.0,,
Satisfied,Somewhat favorable,Don’t know,Britain,0.052162,2.0,2.0,,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.073516,2.0,2.0,2.0,
Satisfied,Don’t know,Somewhat favorable,Britain,0.062498,2.0,,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.059325,5.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.068927,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.074057,2.0,3.0,2.0,
Don’t know,Don’t know,Somewhat favorable,Britain,0.052546,,,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.07782,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Don’t know,Britain,0.059325,2.0,3.0,,
Dissatisfied,Very favorable,Somewhat unfavorable,Britain,0.081079,5.0,1.0,3.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.068424,5.0,4.0,,
Satisfied,Very unfavorable,Very unfavorable,Britain,0.062498,2.0,4.0,4.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.073516,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,Britain,0.052162,5.0,2.0,1.0,
Satisfied,Somewhat unfavorable,Don’t know,Britain,0.052162,2.0,3.0,,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.081981,2.0,2.0,2.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.066086,5.0,4.0,,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.039662,2.0,2.0,2.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.056181,5.0,4.0,,
Satisfied,Somewhat favorable,Don’t know,Britain,0.081981,2.0,2.0,,
Don’t know,Very favorable,Somewhat favorable,Britain,0.066156,,1.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.050433,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.061359,2.0,3.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.073516,5.0,4.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.06181,5.0,4.0,1.0,
Don’t know,Very unfavorable,Somewhat favorable,Britain,0.061359,,4.0,2.0,
Satisfied,Very unfavorable,Don’t know,Britain,0.052162,2.0,4.0,,
Don’t know,Very unfavorable,Somewhat favorable,Britain,0.081981,,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.096436,5.0,3.0,2.0,
Satisfied,Somewhat favorable,Don’t know,Britain,0.080488,2.0,2.0,,
Satisfied,Somewhat favorable,Somewhat unfavorable,Britain,0.059325,2.0,2.0,3.0,
Don’t know,Very unfavorable,Don’t know,Britain,0.07782,,4.0,,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.062498,5.0,4.0,,
Satisfied,Don’t know,Somewhat favorable,Britain,0.052162,2.0,,2.0,
Satisfied,Don’t know,Don’t know,Britain,0.065863,2.0,,,
Satisfied,Very unfavorable,Very favorable,Britain,0.06181,2.0,4.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.052546,2.0,2.0,2.0,
Don’t know,Very unfavorable,Somewhat favorable,Britain,0.056181,,4.0,2.0,
Satisfied,Very favorable,Very favorable,Britain,0.068927,2.0,1.0,1.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Britain,0.056181,5.0,4.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Britain,0.06181,2.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,Britain,0.050433,5.0,2.0,1.0,
Satisfied,Very favorable,Somewhat favorable,Britain,0.052162,2.0,1.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.050433,5.0,4.0,1.0,
Satisfied,Very unfavorable,Don’t know,Britain,0.056181,2.0,4.0,,
Don’t know,Very unfavorable,Very favorable,Britain,0.050433,,4.0,1.0,
Satisfied,Somewhat favorable,Don’t know,Britain,0.081079,2.0,2.0,,
Satisfied,Very unfavorable,Somewhat unfavorable,Britain,0.066086,2.0,4.0,3.0,
Satisfied,Very unfavorable,Don’t know,Britain,0.052546,2.0,4.0,,
Satisfied,Somewhat unfavorable,Don’t know,Britain,0.096436,2.0,3.0,,
Satisfied,Somewhat favorable,Somewhat favorable,Britain,0.068424,2.0,2.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,Britain,0.07782,2.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Very favorable,Britain,0.052162,2.0,3.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.056181,5.0,4.0,1.0,
Satisfied,Very unfavorable,Somewhat favorable,Britain,0.068424,2.0,4.0,2.0,
Don’t know,Don’t know,Don’t know,Britain,0.080488,,,,
Satisfied,Don’t know,Don’t know,Britain,0.070033,2.0,,,
Satisfied,Very unfavorable,Very favorable,Britain,0.096436,2.0,4.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.062498,5.0,4.0,1.0,
Satisfied,Very favorable,Somewhat favorable,Britain,0.074057,2.0,1.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,Britain,0.097144,5.0,4.0,1.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.06434,5.0,4.0,,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.052162,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Don’t know,Britain,0.052162,2.0,3.0,,
Satisfied,Very unfavorable,Don’t know,Britain,0.066572,2.0,4.0,,
Satisfied,Don’t know,Somewhat unfavorable,Britain,0.068424,2.0,,3.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.086689,5.0,4.0,2.0,
Satisfied,Somewhat favorable,Don’t know,Britain,0.059761,2.0,2.0,,
Satisfied,Somewhat favorable,Don’t know,Britain,0.068927,2.0,2.0,,
Satisfied,Somewhat favorable,Very favorable,Britain,0.052162,2.0,2.0,1.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Britain,0.067941,5.0,4.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,Britain,0.061152,2.0,3.0,1.0,
Dissatisfied,Very unfavorable,Don’t know,Britain,0.066086,5.0,4.0,,
Dissatisfied,Very unfavorable,Somewhat favorable,Britain,0.086689,5.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Britain,0.068424,5.0,3.0,2.0,
