satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Somewhat satisfied,Very favorable,Very unfavorable,Very bad,United States,0.405006500186109,3.0,1.0,4.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United States,0.676401638379703,4.0,3.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.524702140955512,3.0,1.0,4.0,1.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,1.27002891486481,4.0,2.0,2.0,4.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.715687466432684,6.0,1.0,2.0,2.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.28006312053544,1.0,1.0,2.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.830836518806982,1.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.515019261781722,3.0,1.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.446441605074165,6.0,2.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.27522823385348,6.0,2.0,2.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.791438296226822,6.0,1.0,2.0,3.0
Very satisfied,Very favorable,Very unfavorable,DK/Refused,United States,0.478633333063578,1.0,1.0,4.0,
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.400229307701395,1.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.66430273771835,3.0,1.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.24186327099052,3.0,2.0,2.0,2.0
Not too satisfied,Very unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.478958318341349,4.0,4.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.574342220538678,3.0,1.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,1.1956428905127,6.0,2.0,2.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.405006500186109,3.0,1.0,3.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.431499089909944,1.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,DK/Refused,Somewhat bad,United States,0.508075673117129,3.0,1.0,,3.0
Very satisfied,Somewhat favorable,Somewhat favorable,Very good,United States,1.7506076280979,1.0,2.0,2.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,2.81969454118681,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.877398760540024,3.0,2.0,2.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.50303978891057,1.0,1.0,3.0,2.0
DK/Refused,Very favorable,Somewhat favorable,Somewhat good,United States,1.06500450465764,,1.0,2.0,2.0
Not too satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.884774981553428,4.0,1.0,2.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.552361037362483,3.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.53237385230407,3.0,1.0,3.0,1.0
DK/Refused,Very favorable,Very unfavorable,Very good,United States,0.906720955060944,,1.0,4.0,1.0
Somewhat satisfied,Very favorable,DK/Refused,Somewhat good,United States,0.53237385230407,3.0,1.0,,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.0547355511687,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,1.22694686667411,3.0,2.0,4.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat favorable,DK/Refused,United States,0.478633333063578,6.0,3.0,2.0,
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,United States,1.8218740264038,6.0,1.0,2.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.517545895487565,3.0,1.0,3.0,4.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.619629120247084,4.0,1.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.637882485928686,6.0,2.0,3.0,2.0
Not too satisfied,Very favorable,DK/Refused,Somewhat bad,United States,1.42552005682688,4.0,1.0,,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,3.20501344520838,3.0,1.0,2.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.556249336269976,4.0,1.0,3.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,1.02158567057544,3.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.603161756190012,3.0,1.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.02126712515573,4.0,2.0,2.0,2.0
Not too satisfied,Very unfavorable,Somewhat favorable,Somewhat bad,United States,0.798752966645795,4.0,4.0,2.0,3.0
Not at all satisfied,DK/Refused,DK/Refused,Very bad,United States,0.805565502307475,6.0,,,4.0
DK/Refused,Very favorable,Somewhat unfavorable,DK/Refused,United States,2.5211302910955,,1.0,3.0,
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.966490080514499,3.0,1.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.787795121952351,4.0,3.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.484350749304401,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.531476095768559,4.0,2.0,4.0,3.0
Not too satisfied,Very favorable,Very unfavorable,Very good,United States,0.766885665983742,4.0,1.0,4.0,1.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.719532646647059,1.0,2.0,2.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,1.33221337045377,1.0,1.0,3.0,1.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.598332042174576,4.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,1.19697040813169,3.0,1.0,2.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United States,1.6769039626663,6.0,3.0,2.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.64928465927597,3.0,2.0,2.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Very good,United States,0.557989121126448,1.0,1.0,2.0,1.0
Not at all satisfied,Very favorable,DK/Refused,DK/Refused,United States,0.889080028794124,6.0,1.0,,
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.17150739272209,3.0,1.0,4.0,3.0
Very satisfied,Very favorable,Very favorable,Very good,United States,0.96479775987381,1.0,1.0,1.0,1.0
Not at all satisfied,DK/Refused,Somewhat unfavorable,DK/Refused,United States,0.566054518361547,6.0,,3.0,
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.0547355511687,6.0,1.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.998100882794563,1.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.503623071885884,6.0,2.0,2.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.965470201282411,1.0,1.0,2.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.419952030609001,6.0,3.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,DK/Refused,Somewhat good,United States,0.823537026352542,4.0,3.0,,2.0
Not too satisfied,Somewhat favorable,DK/Refused,Somewhat bad,United States,1.0547355511687,4.0,2.0,,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,1.55299975639168,6.0,2.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.574968184192289,6.0,2.0,3.0,3.0
Not at all satisfied,Very favorable,DK/Refused,Very bad,United States,0.614610005783052,6.0,1.0,,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,United States,1.18599858394732,4.0,3.0,2.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.0547355511687,6.0,2.0,2.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,0.650765697364976,6.0,1.0,4.0,4.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.17150739272209,1.0,1.0,4.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.552745591563675,4.0,1.0,3.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,2.83133106874848,4.0,2.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.662048463216714,4.0,1.0,3.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,1.34615032389492,6.0,1.0,4.0,4.0
Very satisfied,Very favorable,Very favorable,Somewhat bad,United States,1.36550425904425,1.0,1.0,1.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.0547355511687,3.0,2.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.951002988065527,4.0,3.0,3.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.784582479679792,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.804851382359825,1.0,1.0,3.0,1.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.697047242190457,6.0,1.0,2.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.99683412316175,6.0,3.0,3.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very good,United States,0.570719307466885,3.0,1.0,2.0,1.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,1.04741523057432,4.0,1.0,2.0,3.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.68858855200751,6.0,1.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,0.516271882673345,6.0,3.0,4.0,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,United States,1.86865824275278,6.0,4.0,4.0,4.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.2746964864879,1.0,1.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.729900703214182,6.0,3.0,4.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.558500869809145,4.0,2.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.462101590258486,4.0,1.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.541131677680394,1.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.547641522644953,3.0,1.0,2.0,4.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.585132091071362,1.0,1.0,4.0,2.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Very bad,United States,1.17716248470295,6.0,4.0,2.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.17615943695872,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.978181618042143,4.0,2.0,2.0,3.0
Not at all satisfied,Somewhat unfavorable,Very favorable,Very bad,United States,0.578166831123618,6.0,3.0,1.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.55571039982027,4.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.840049751816201,4.0,2.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.69284068111234,1.0,1.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.459642895266219,4.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.68456703594182,3.0,1.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.645550011005781,6.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.570230887999465,4.0,2.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.586278008831001,3.0,2.0,2.0,2.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,United States,1.31138957968617,6.0,1.0,2.0,4.0
Not at all satisfied,Very favorable,Very unfavorable,Very good,United States,0.854250098958434,6.0,1.0,4.0,1.0
Very satisfied,Very favorable,DK/Refused,Somewhat bad,United States,0.610069544992683,1.0,1.0,,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,0.784573222847877,4.0,3.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.75880225054944,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.398169660942372,3.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.22543833129932,4.0,2.0,3.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.975994796994287,1.0,1.0,2.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.826240534874062,4.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.972975511490427,4.0,1.0,4.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.530527851611953,1.0,1.0,2.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.470835846802227,6.0,2.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.53237157336273,3.0,1.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.02498824742257,4.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.912685097068089,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,DK/Refused,Somewhat bad,United States,2.80156262560765,3.0,2.0,,3.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,1.59017568407516,4.0,1.0,2.0,3.0
DK/Refused,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,0.523343945734077,,3.0,4.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,1.6912457638415,1.0,1.0,3.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.574968184192289,4.0,2.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.69157143650193,3.0,1.0,3.0,1.0
Very satisfied,Very favorable,Somewhat unfavorable,DK/Refused,United States,0.558105205749832,1.0,1.0,3.0,
Very satisfied,Very favorable,Very unfavorable,Very bad,United States,1.56291167867992,1.0,1.0,4.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.42855208971405,4.0,2.0,2.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.582699176069656,3.0,2.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.572330853664304,3.0,1.0,2.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.135322504946,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.389421122607526,1.0,1.0,4.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.543226835582407,6.0,3.0,3.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.0121462905726,6.0,1.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,1.49935936896052,3.0,1.0,2.0,4.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,1.2875295948219,6.0,1.0,4.0,4.0
Not at all satisfied,Very favorable,Very favorable,Somewhat good,United States,3.61025092974891,6.0,1.0,1.0,2.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.619362202761913,4.0,1.0,2.0,3.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.396226644790211,6.0,1.0,3.0,4.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.560587918763518,1.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.3306495495,3.0,1.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.546050633947157,4.0,2.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.1653139955415,3.0,1.0,2.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.486489242922793,4.0,1.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.52351327389785,3.0,1.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,United States,0.769171723118124,6.0,3.0,4.0,2.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.41405868748726,1.0,1.0,4.0,2.0
Very satisfied,Very favorable,DK/Refused,Somewhat bad,United States,1.15364426973564,1.0,1.0,,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,2.68139469346746,1.0,1.0,3.0,3.0
Very satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,3.22797160305812,1.0,2.0,4.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.962773477705453,3.0,1.0,4.0,1.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,United States,2.07865484127703,4.0,4.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.466938200627818,6.0,2.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,1.21338965126671,4.0,2.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.518402059685338,3.0,1.0,3.0,1.0
Very satisfied,Very favorable,Very favorable,Somewhat good,United States,1.77562833592028,1.0,1.0,1.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.692409772651696,3.0,1.0,3.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,2.73611672197955,4.0,3.0,3.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.42364156429147,1.0,1.0,3.0,2.0
Very satisfied,Very favorable,Somewhat favorable,Very good,United States,1.19839313659702,1.0,1.0,2.0,1.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.728236257985689,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,1.98470427039886,4.0,2.0,2.0,4.0
DK/Refused,Very favorable,Very unfavorable,DK/Refused,United States,1.30423930495433,,1.0,4.0,
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.652598020694239,3.0,1.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.627741332281162,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.585132091071362,4.0,2.0,3.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.15641926933901,3.0,1.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.55931588108136,4.0,1.0,3.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,1.0465253073246,4.0,2.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.986119103139784,6.0,2.0,4.0,2.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.962773477705453,6.0,1.0,3.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,United States,2.5039727067108,6.0,1.0,2.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.855823064267295,3.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.478958318341349,3.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.448413560112083,4.0,1.0,3.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.787795121952351,6.0,3.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,DK/Refused,United States,0.371888950651157,3.0,2.0,3.0,
Very satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.21485650834442,1.0,1.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.655348241872919,3.0,1.0,2.0,2.0
DK/Refused,Very favorable,Somewhat unfavorable,Very bad,United States,0.962773477705453,,1.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.877021409064295,4.0,2.0,3.0,3.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.08941654543426,1.0,1.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,3.7911295495,6.0,2.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.775029674318064,3.0,2.0,4.0,4.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,1.26282459607115,4.0,1.0,3.0,4.0
Very satisfied,Somewhat favorable,Very favorable,Very good,United States,1.44083376450794,1.0,2.0,1.0,1.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United States,0.958820431590815,4.0,3.0,2.0,3.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,1.42005949142946,6.0,1.0,3.0,4.0
Somewhat satisfied,Very favorable,DK/Refused,Somewhat good,United States,0.810963210017658,3.0,1.0,,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.649672898224526,3.0,1.0,3.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.693722379976658,1.0,1.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.887570528432716,3.0,2.0,2.0,3.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.937845714338911,6.0,3.0,3.0,4.0
Not at all satisfied,DK/Refused,DK/Refused,Somewhat bad,United States,0.965387269113424,6.0,,,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.64301344596168,3.0,2.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.14481432263978,6.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.582699176069656,3.0,3.0,3.0,4.0
Somewhat satisfied,Very favorable,DK/Refused,Very good,United States,1.26465621735894,3.0,1.0,,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.17340819743169,3.0,2.0,3.0,2.0
Somewhat satisfied,DK/Refused,DK/Refused,Very bad,United States,0.974852680249956,3.0,,,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.622642303770808,4.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.730337065051169,4.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.644065379008519,3.0,3.0,4.0,4.0
Not too satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.09577698515365,4.0,1.0,2.0,2.0
Very satisfied,Very favorable,DK/Refused,Somewhat good,United States,0.3306495495,1.0,1.0,,2.0
Very satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.887024395959822,1.0,1.0,4.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very good,United States,3.68025901247877,4.0,1.0,3.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.994678954946903,3.0,2.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.640704345140921,4.0,1.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.845867941311461,4.0,2.0,2.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very bad,United States,0.3306495495,1.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,2.47353529174456,3.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very good,United States,0.989737522319157,3.0,1.0,2.0,1.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.478958318341349,1.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Very bad,United States,0.461279917862014,3.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,1.41147204136327,3.0,1.0,3.0,4.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.41405868748726,6.0,1.0,4.0,2.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very good,United States,1.34596002581117,6.0,4.0,4.0,1.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,1.11746099074404,3.0,2.0,4.0,2.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.696259495205727,6.0,1.0,2.0,2.0
Not too satisfied,Somewhat favorable,DK/Refused,DK/Refused,United States,1.68180774427898,4.0,2.0,,
Somewhat satisfied,Very favorable,Very unfavorable,Very bad,United States,2.25034051705418,3.0,1.0,4.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,2.11000151725235,3.0,2.0,2.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,3.7911295495,4.0,2.0,2.0,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.40227766036781,4.0,2.0,4.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,2.73611672197955,4.0,3.0,3.0,4.0
Not at all satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.619749678551917,6.0,1.0,2.0,4.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,United States,0.619362202761913,4.0,3.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,2.22419716592406,3.0,2.0,3.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.517545895487565,1.0,1.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.745266185100654,6.0,2.0,4.0,2.0
